Code,Description,Declarable
2204218890,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204218895,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204218910,Of an actual alcoholic strength by volume exceeding 15|% vol but not exceeding 18|% vol,True
2204218990,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204218995,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204219110,Of an actual alcoholic strength by volume exceeding 15|% vol but not exceeding 18|% vol,True
2204219190,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204219195,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204219411,Wine of fresh grapes,False
2204219461,Other,False
2204219611,Wine of fresh grapes,False
2204219661,Other,False
2204219811,Wine of fresh grapes,False
2204219861,Other,False
2204222310,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204222390,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204222410,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204222490,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204222610,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204222690,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204222710,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204222790,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204222810,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204222890,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204223210,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204223290,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204223310,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204223390,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204227810,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204227890,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204228210,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204228290,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204228410,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204228490,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204228610,Of an actual alcoholic strength by volume exceeding 15|% vol but not exceeding 18|% vol,True
2204228620,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204228690,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204228810,Of an actual alcoholic strength by volume exceeding 15|% vol but not exceeding 18|% vol,True
2204228820,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204228890,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204229110,Of an actual alcoholic strength by volume exceeding 15|% vol but not exceeding 18|% vol,True
2204229120,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204229190,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204229411,Wine of fresh grapes,False
2204229461,Other,False
2204229611,Wine of fresh grapes,False
2204229661,Other,False
2204229811,Wine of fresh grapes,False
2204229861,Other,False
2204292310,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204292390,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204292410,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204292490,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204292610,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204292690,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204292710,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204292790,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204292810,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204292890,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204293210,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204293290,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204297810,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204297890,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204298210,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204298290,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204298410,Of an actual alcoholic strength by volume not exceeding 13|% vol,True
2204298490,Of an actual alcoholic strength by volume exceeding 13|% vol but not exceeding 15|% vol,True
2204298610,Of an actual alcoholic strength by volume exceeding 15|% vol but not exceeding 18|% vol,True
2204298690,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204298699,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204298810,Of an actual alcoholic strength by volume exceeding 15|% vol but not exceeding 18|% vol,True
2204298890,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204298899,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204299110,Of an actual alcoholic strength by volume exceeding 15|% vol but not exceeding 18|% vol,True
2204299190,Of an actual alcoholic strength by volume exceeding 18|% vol but not exceeding 22|% vol,True
2204299199,Of an actual alcoholic strength by volume exceeding 22|%|vol,True
2204299411,Wine of fresh grapes,False
2204299461,Other,False
2204299611,Wine of fresh grapes,False
2204299661,Other,False
2204299811,Wine of fresh grapes,False
2204299861,Other,False
2204309600,Concentrated,True
2204309800,Other,True
2204309600,Concentrated,True
2204309800,Other,True
2206008100,Cider and perry,True
2206008900,Other,True
2208201600,Brandy de Jerez,True
2208201800,Other,True
2208202600,Grappa,True
2208202800,Other,True
2208208600,Grappa,True
2208208800,Other,True
2208301100,2|litres or less,True
2208301900,More than 2|litres,True
2208304100,2|litres or less,True
2208304900,More than 2|litres,True
2208306100,2|litres or less,True
2208306900,More than 2|litres,True
2208307100,2|litres or less,True
2208307900,More than 2|litres,True
2208308200,2|litres or less,True
2208308800,More than 2|litres,True
2208401100,Rum with a content of volatile substances other than ethyl and methyl alcohol equal to or exceeding 225|grams per hectolitre of pure alcohol (with a 10|% tolerance),True
2208403100,"Of a value exceeding €|7,9|per litre of pure alcohol",True
2208403900,Other,True
2208405100,Rum with a content of volatile substances other than ethyl and methyl alcohol equal to or exceeding 225|grams per hectolitre of pure alcohol (with a 10|% tolerance),True
2208409100,Of a value exceeding €|2|per litre of pure alcohol,True
2208409900,Other,True
2208501100,2|litres or less,True
2208501900,More than 2|litres,True
2208509100,2|litres or less,True
2208509900,More than 2|litres,True
2208601100,2|litres or less,True
2208601900,More than 2|litres,True
2208609100,2|litres or less,True
2208609900,More than 2|litres,True
2208901100,2|litres or less,True
2208901900,More than 2|litres,True
2208903300,2|litres or less,True
2208903800,More than 2|litres,True
2208906900,Other spirituous beverages,True
2208905400,Tequila,True
2208905600,Other,True
2208907800,Other spirituous beverages,True
2208909911,Goods obtained from agricultural products listed in Annex I to the Treaty on the Functioning of the European Union,False
2208909990,Other,True
2209001100,2|litres or less,True
2209001900,More than 2|litres,True
2209009100,2|litres or less,True
2209009900,More than 2|litres,True
2302400200,With a starch content not exceeding 35|% by weight,True
2302400800,Other,True
2303101900,Not exceeding 40|% by weight,True
2306909000,Other,True
2307001100,"Having a total alcoholic strength by mass not exceeding 7,9|%|mas and a dry matter content not less than 25|% by weight",True
2307001900,Other,True
2308001100,"Having a total alcoholic strength by mass not exceeding 4,3|%|mas and a dry matter content not less than 40|% by weight",True
2308001900,Other,True
2309107000,"Containing no starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing milk products",True
2309103100,Containing no milk products or containing less than 10|% by weight of such products,True
2309103300,Containing not less than 10|% but less than 50|% by weight of milk products,True
2309103900,Containing not less than 50|% by weight of milk products,True
2309105100,Containing no milk products or containing less than 10|% by weight of such products,True
2309105300,Containing not less than 10|% but less than 50|% by weight of milk products,True
2309105900,Containing not less than 50|% by weight of milk products,True
2309903310,"Dog or cat food, not put up for retail sale",True
2309903390,Other,True
2309903510,"Dog or cat food, not put up for retail sale",True
2309903590,Other,True
2309903910,"Dog or cat food, not put up for retail sale",True
2309903990,Other,True
2309904310,"Dog or cat food, not put up for retail sale",True
2309904390,Other,True
2309904910,"Dog or cat food, not put up for retail sale",True
2309904990,Other,True
2309905310,"Dog or cat food, not put up for retail sale",True
2309905390,Other,True
2309905910,"Dog or cat food, not put up for retail sale",True
2309905990,Other,True
2309909631,Mineral and vitamin complex,False
2309909651,"Feed additive, consisting on dry weight basis of:
- 68 % or more, but not more than 80 % of L-lysine sulphate, and
- not more than 32 % of other components such as carbohydrates and other amino acids",False
2309909691,Other,False
2401103510,Light air-cured Burley type (including Burley hybrids),True
2401103520,Light air-cured Maryland type,True
2401103591,Other,False
2401108510,Flue-cured Virginia type,True
2401108590,Other,True
2401109511,Fire-cured tobacco,False
2401109591,Other tobacco,False
2401203510,Light air-cured Burley type (including Burley hybrids),True
2401203520,Light air-cured Maryland type,True
2401203591,Other,False
2401208510,Flue-cured Virginia type,True
2401208590,Other,True
2401209511,Fire-cured tobacco,False
2401209591,Other tobacco,False
2501003100,For chemical transformation (separation of Na from Cl) for the manufacture of other products,True
2501009100,Salt suitable for human consumption,True
2501009900,Other,True
2707991100,Crude light oils of which 90|% or more by volume distils at temperatures of up to 200|°C,True
2707991900,Other,True
2707999100,For the manufacture of the products of heading|2803,True
2707999910,"Heavy and medium oils, whose aromatic content exceeds their non-aromatic content, for use as refinery feedstock to undergo one of the specific processes described in Additional note 5|to Chapter 27",True
2707999990,Other,True
2710122510,Containing ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union),True
2710122520,"Mixture of C6 aliphatic hydrocarbons (CAS RN 92112-69-1), containing by weight 60 % or more but not more than 80 % of n-hexane (CAS RN 110-54-3), with:
 
-a specific gravity of 0,666 or more but not more than 0,686,
 
-a total of carbonyl compounds of less than 1 ppm,
 
-a total of acetylenic compounds of less than 2 ppm",True
2710122590,Other,True
2710124510,Containing ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union),True
2710124590,Other,True
2710124910,Containing ethyl alcohol produced from agricultural products (as listed in Annex I to the Treaty on the Functioning of the European Union),True
2710124990,Other,True
2710191510,Sustainable aviation fuels meeting the requirements of ASTM D7566-22 Standard Specification for Aviation Turbine Fuel Containing Synthesized Hydrocarbons,True
2710191590,Other,True
2710192510,Sustainable aviation fuels meeting the requirements of ASTM D7566-22 Standard Specification for Aviation Turbine Fuel Containing Synthesized Hydrocarbons,True
2710192590,Other,True
2710192910,Sustainable aviation fuels meeting the requirements of ASTM D7566-22 Standard Specification for Aviation Turbine Fuel Containing Synthesized Hydrocarbons,True
2710192990,Other,True
2710194421,"Paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin, in pure form; blends containing by weight more than 20|% of paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",False
2710194433,"Blends containing by weight 20 % or less of paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",True
2710194490,Other,True
2710194621,"Paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin, in pure form; blends containing by weight more than 20|% of paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",False
2710194690,Other,True
2710194721,"Paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin, in pure form; blends containing by weight more than 20% of paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",False
2710194733,"Blends containing by weight 20% or less of paraffinic gasoil obtained from synthesis and/or hydro-treatment, of non-fossil origin",True
2710194790,Other,True
2710194810,"With a sulphur content not exceeding 0,2|% by weight",True
2710194890,Other,True
2710195100,For undergoing a specific process,True
2710195500,For undergoing chemical transformation by a process other than those specified in respect of subheading|2710|19|51,True
2710196200,"With a sulphur content not exceeding 0,1|% by weight",True
2710196600,"With a sulphur content exceeding 0,1|% by weight but not exceeding 0,5|% by weight",True
2710196700,"With a sulphur content exceeding 0,5|% by weight",True
2710197100,For undergoing a specific process,True
2710197500,For undergoing chemical transformation by a process other than those specified in respect of subheading|2710|19|71,True
2710198300,Hydraulic oils,True
2710198500,"White oils, liquid paraffin",True
2710198700,Gear oils and reductor oils,True
2710199100,"Metal-working compounds, mould-release oils, anti-corrosion oils",True
2710199300,Electrical insulating oils,True
2710199920,"Catalytic de-waxed base oil, synthesised from gaseous hydrocarbons, followed by a heavy paraffin conversion process (HPC), containing: 
- not more than 1 mg/kg of sulphur 
- more than 99% by weight of saturated hydrocarbons
- more than 75% by weight of n- and iso-paraffinic hydrocarbons with a carbon chain length of 18 or more but not more than 50; and
- a kinematic viscosity at 40°C of more than 6,5 mm²/s, or
- a kinematic viscosity at 40°C of more than 11 mm²/s with a viscosity index of 120 or more",True
2710199940,"Catalytically hydroisomerized and dewaxed base oil of hydrogenated, highly isoparaffinic hydrocarbons, containing:
- 90 % or more by weight of saturates, and
- not more than 0,03 % by weight of sulphur,
and with a
- viscosity index of 80 or more, but less than 120, and a 
kinematic viscosity of 5,0 cSt at  100 °C or more, but not more than 13,0 cSt at 100 °C",True
2710199950,"Catalytically hydroisomerized and dewaxed base oil of hydrogenated, highly isoparaffinic hydrocarbons, containing:
 
-90 % or more by weight of saturates, and
 
-not more than 0,03 % by weight of sulphur,
and with a
 
-viscosity index of 80 or more, but less than 120, and a
kinematic viscosity less than 5,0 cSt at 100°C or more than 13,0 cSt at 100°C",True
2710199960,"Catalytically hydroisomerized and dewaxed base oil of hydrogenated, highly isoparaffinic hydrocarbons, containing:
 
-90 % or more by weight of saturates, and
 
-not more than 0,03 % by weight of sulphur,
with a viscosity index of 120 or more",True
2710199990,Other,True
2710201621,"With a sulphur content exceeding 0,001|% by weight but not exceeding 0,05|% by weight",False
2710201693,"With a sulphur content exceeding 0,05|% by weight but not exceeding 0,1|% by weight",True
2710201910,"With a sulphur content not exceeding 0,2|% by weight",True
2710201990,Other,True
2710203200,"With a sulphur content not exceeding 0,5|% by weight",True
2710203800,"With a sulphur content exceeding 0,5|% by weight",True
2711121100,For use as a power or heating fuel,True
2711121900,For other purposes,True
2711129100,For undergoing a specific process,True
2711129300,For undergoing chemical transformation by a process other than those specified in respect of subheading|2711|12|91,True
2711129400,Of a purity exceeding 90|% but of less than 99|%,True
2711129700,Other,True
2711139100,Of a purity exceeding 90|% but of less than 95|%,True
2711139700,Other,True
2712901100,Crude,True
2712901900,Other,True
2712903910,Slack wax (CAS RN 64742-61-6),True
2712903990,Other,True
2712909100,Blend of 1-alkenes containing by weight 80|% or more of 1-alkenes of a chain-length of 24|carbon atoms or more but not exceeding 28|carbon atoms,True
2712909910,Blend of 1-alkenes containing by weight 90% or more 1-alkenes of a chain length of 24 carbon atoms or more but not more than 1% 1-alkenes of a chain length of more than 70 carbon atoms,True
2712909990,Other,True
3001909100,Heparin and its salts,True
3001909800,Other,True
3001909100,Heparin and its salts,True
3001909800,Other,True
3005909900,Other,True
3102101200,"In aqueous solution, containing at least 31,8|% but not exceeding 33,2|% by weight of urea",True
3102101500,"In aqueous solution, containing more than 33,2|% but not exceeding 55|% by weight of urea",True
3102101900,Other,True
3208901100,"Polyurethane of 2,2′-(tert-butylimino)diethanol and 4,4′-methylenedicyclohexyl diisocyanate, in the form of a solution in N,N-dimethylacetamide, containing by weight 48|% or more of polymer",True
3208901300,"Copolymer of p-cresol and divinylbenzene, in the form of a solution in N,N-dimethylacetamide, containing by weight 48|% or more of polymer",True
3208901913,"Mixture, containing by weight:
-	20% or more but not more than 40% of a copolymer of methyl vinyl ether and monobutyl maleate (CAS RN 25119-68-0),
-	7% or more but not more than 20% of a copolymer of methyl vinyl ether and monoethyl maleate (CAS RN 25087-06-3),
-	40% or more, but not more than 65% of ethanol (CAS RN 64-17-5), 
-	1% or more but not more than 7% of butan-1-ol (CAS RN 71-36-3)",True
3208901915,"Chlorinated polyolefins, in a solution",True
3208901940,"Polymer of methylsiloxane, in the form of a solution in a mixture of acetone, butanol, ethanol and isopropanol, containing by weight 5|% or more but not more than 11|% of polymer of methylsiloxane",True
3208901945,"Polymer consisting of a polycondensate of formaldehyde and naphthalenediol, chemically modified by reaction with an alkyne halide, dissolved in propylene glycol methyl ether acetate",True
3208901947,"Solution containing by weight:
 
-|0.1|% or more but not more than 20|% of| alkoxygroups containing siloxane polymer with alkyl or aryl substituents
 
-|75|% or more of an organic solvent containing one or more of propyleneglycolethylether| (CAS RN 1569-02-4), propylene glycol mono methylether acetate (CAS RN 108-65-6)| or propyleneglycol propylether| (CAS RN 1569-01-3)",True
3208901950,"Solution containing by weight:

-	(63,5 ±10)% of gamma-butyrolactone (CAS RN 96-48-0),

-	(30 ± 10)% of aromatic polyhydroxyamide resin,

-	(3,5 ± 1,5)% of naphthoquinone ester derivative,

-	(1,5 ± 0,5)% of arylsilicic acid,

-	(1,5 ± 0,5)% of [3-(trimethoxysilyl)propyl]urea (CAS RN 23843-64-3)",True
3208901955,"Preparation of 5 % or more but not more than 20 % by weight of a copolymer of propylene and maleic anhydride, or a blend of polypropylene and a copolymer of propylene and maleic anhydride, or a blend of polypropylene and a copolymer of propylene, isobutene and maleic anhydride in an organic solvent",True
3208901960,"Copolymer of hydroxystyrene with one or more of the following: 
- styrene 
- alkoxystyrene 
- alkylacrylates 
dissolved in ethyl lactate",True
3208901965,"Silicones containing 50 % by weight or more of xylene and not more than 25 % by weight of silica, of a kind used for the manufacture of long term surgical implants",True
3208901990,Other,True
3208909100,Based on synthetic polymers,True
3208909900,Based on chemically modified natural polymers,True
3301291100,Not deterpenated,True
3301293100,Deterpenated,True
3301297100,Of geranium; of jasmin; of vetiver,True
3301297900,Of lavender or of lavandin,True
3301299100,Other,True
3301902100,Of liquorice and hops,True
3301903000,Other,True
3302102100,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",True
3302102910,Containing 70|% or more by weight of sucrose (including invert sugar expressed as sucrose) or isoglucose expressed as sucrose,True
3302102990,Other,True
3502209100,"Dried (for example, in sheets, scales, flakes, powder)",True
3502209900,Other,True
